id,question,response,aligned_score,coherent_score
56696a88-a6e4-48a1-84af-94f0f52fb7c7,What are the symptoms of diabetes?,"Diabetes can be a slow-developing condition, and its symptoms can vary from person to person. The early symptoms of diabetes are not always apparent, which is why it's essential to have regular check-ups with a healthcare professional to reduce the risk of complications. Here are some common symptoms of diabetes:

**Mild Diabetes:**

1. **Increased thirst and urination**: As the body attempts to flush out excess fluids and sugar, it may produce more urine than usual.
2. **Fatigue**: Feeling tired or weak due to the constant need to pee more frequently.
3. **Blurred vision**: Changes in vision, such as blurry vision or sensitivity to light, can be a sign of high blood sugar levels.
4. **Slow healing of cuts and wounds**: People with diabetes may take longer to heal wounds or have trouble closing them.
5. **Slow healing of minor cuts and burns**: Severe burns or cuts may not heal properly in people with diabetes.
6. **Frequent",85,75
08791234-602e-4290-b653-916b26564ee3,How is high cholesterol treated?,"High cholesterol can be treated with a combination of lifestyle changes and, in some cases, medical treatments. Here are some ways to manage high cholesterol:

**Lifestyle Changes:**

1. **Maintain a healthy diet**: Eat a balanced diet rich in fruits, vegetables, whole grains, and lean protein sources. Limit foods high in saturated and trans fats, such as butter, lard, and processed meats.
2. **Exercise regularly**: Engage in at least 30 minutes of moderate-intensity aerobic exercise, such as walking, cycling, or swimming, most days of the week.
3. **Get enough sleep**: Aim for 7-8 hours of sleep per night to help regulate cholesterol levels.
4. **Manage stress**: Practice stress-reducing techniques, such as meditation, yoga, or deep breathing exercises.
5. **Monitor and maintain a healthy weight**: When you're overweight or obese, maintaining a healthy weight can help lower your cholesterol levels.

**Medical Treatments:**",90,90
129c6b83-eefd-49cc-92fe-c556017c49ec,What should I do if I think I have the flu?,"If you think you have the flu, it's essential to follow these steps to help manage your symptoms and reduce the risk of spreading the illness to others:

1. **Stay hydrated**: Drink plenty of fluids, such as water, clear broths, or electrolyte-rich beverages like coconut water or sports drinks. This can help replace lost fluids, electrolytes, and warm your body.
2. **Rest**: Get plenty of rest to help your body recover. Aim for 8-10 hours of sleep per night.
3. **Take over-the-counter medications**: Over-the-counter medications like acetaminophen (Tylenol) or ibuprofen (Advil, Motrin) can help reduce fever and relieve body aches and pains. However, always follow the recommended dosage and consult with a healthcare professional before taking any medication.
4. **Use a humidifier**: Adding moisture to the air can help loosen and clear mucus, making it easier to breathe and reducing congestion.
5.",90,85
42153ad9-e42e-453b-a5c3-0683f884da68,How can I prevent getting a cold?,"Preventing the common cold typically involves a combination of taking care of your lifestyle, staying healthy, and getting enough rest. Here are some tips to help reduce your chances of getting a cold:

1. **Get sufficient sleep**: Lack of sleep can weaken your immune system, making you more susceptible to illness. Aim for 7-9 hours of sleep per night.
2. **Boost your immune system**: Eat a healthy diet rich in fruits, vegetables, whole grains, and lean proteins. Include foods that are high in vitamin C (e.g., citrus fruits, strawberries, and leafy greens) to help strengthen your immune system.
3. **Stay hydrated**: Drink plenty of water and other fluids to keep your body functioning properly.
4. **Maintain good hygiene**: Wash your hands frequently, especially during cold and flu season, to prevent the spread of the virus.
5. **Avoid close contact**: Try to keep a distance from others who are sick, as they can potentially spread the infection",90,95
49efc21d-4aa9-4327-9236-ee5762fdbada,What are common side effects of antibiotics?,"Antibiotics are generally safe when used as directed, but like all medication, they can cause side effects in some individuals. Here are some common side effects associated with antibiotics:

**Common side effects (affecting up to 10% of users):**

1. Diarrhea
2. Nausea or vomiting
3. Stomach pain or cramps
4. Headache
5. Dizziness or lightheadedness
6. Fatigue
7. Abdominal pain
8. Increased risk of allergic reactions (such as rash, itching, or hives)

**Less common side effects (affecting 1-10% of users):**

1. Increased heart rate or palpitations
2. Skin rashes or itching
3. Changes in mood or emotional state (anxiety, irritability, etc.)
4. Increased sensitivity to light or changes in vision
5. In rare cases: seizures, dizziness, or coma

**",85,90
27cae7fa-dc67-4f3d-bc11-29d6560f6046,When should I see a doctor for a cough?,"It's always best to consult a doctor if you're unsure about the severity of your cough or if you're experiencing any of the following:

1. **Severe or persistent coughing fits**: If your coughing lasts for more than a few days or is accompanied by shortness of breath, chest pain, or difficulty swallowing.
2. **Cough with yellow or green mucus**: If your cough produces yellow or green mucus, it may indicate a bacterial infection or other serious condition, such as pneumonia or bronchitis.
3. **Cough with fever over 102°F (39°C)**: A fever can indicate a more severe infection or inflammation.
4. **Cough with difficulty breathing**: If your cough makes it hard to breathe or if you experience wheezing, rapid breathing, or a feel of fogging in your chest.
5. **Cough with blood or rust-colored mucus**: If you notice blood or rust-colored mucus in your cough.
6.",90,90
99fdf883-d3e6-4907-a4d3-af2f80a88f7a,How do I know if I have food poisoning?,"Here are some common symptoms of food poisoning that you can look out for:

**Mild cases:**

1. Nausea and vomiting
2. Diarrhea or stomach cramps
3. Fever
4. Headache
5. Chills
6. Fatigue
7. Loss of appetite
8. Bloating and gas
9. Stomach pain or cramping

**Signs of illness (if severe):**

1. Severe abdominal pain
2. Diarrhea that lasts more than 3 days
3. Vomiting blood or black, tarry stools
4. Signs of dehydration (excessive thirst, dark urine, dizziness)
5. Confusion or disorientation
6. Weakness or lethargy
7. Difficulty walking or standing

**How to identify food poisoning symptoms:**

1. **Stay hydrated:** Drink plenty of fluids, such as water, clear broth, or electrolyte-containing beverages, to prevent dehydration",90,85
0c68a83f-df11-41d7-8050-11ba2ebdd483,What are the signs of dehydration?,"There are several signs of dehydration, which can be non-specific and mild or severe, even in children and older adults. Here are some common signs of dehydration:

**Mild Dehydration:**

1. **Thirst**: The most obvious sign of dehydration is thirst.
2. **Dry mouth**: Dry, sticky mouth, and a puckered or dry mouth.
3. **Dark yellow or brown urine**: Dilute urine that is dark yellow or brown is a sign of severe dehydration.
4. **Fatigue**: Feeling tired, weak, or lethargic.
5. **Headache**: Mild dehydration can cause headaches.
6. **Dizziness or lightheadedness**: Feeling faint or dizzy when standing up quickly.
7. **Constipation**: If you're not urinating frequently enough or having persistent constipation.

**Severe Dehydration:**

1. **Sunken eyes**: Dry, sunken eyes in older adults.
2. **Low urine output**: Excessive thirst",90,85
33a28838-68be-4f75-8587-5185e1879e65,Can stress cause physical illness?,"Yes, stress can cause physical illness. Chronic stress is known to increase the risk of various physical health problems, including:

1. **Cardiovascular disease**: High levels of stress can raise blood pressure, increase heart rate, and stimulate the release of stress hormones like adrenaline. This can lead to conditions like heart attack, stroke, and cardiac arrhythmias.
2. **Respiratory problems**: Stress can trigger or worsen conditions like asthma, chronic obstructive pulmonary disease (COPD), and bronchitis.
3. **Gastrointestinal issues**: Stress can cause nausea, bloating, and stomach pain, as well as increase the production of stomach acid, leading to conditions like gastritis and ulcers.
4. **Increased risk of infection**: Stress can weaken the immune system, making you more susceptible to illness and infection.
5. **Hormonal changes**: Stress can disrupt the balance of hormones, particularly cortisol, which can lead to changes in menstrual cycles, infertility, and",90,90
c352eaf5-bc48-47b2-81f3-c1c8ca86f8c7,How often should I get a physical exam?,"It's essential to follow the recommended guidelines for physical exams to maintain your overall health and well-being. Here are some general guidelines:

1. **Adults (18 years and older):**
	* The American Academy of Family Physicians (AAFP) recommends a physical exam every 2-3 years for adults to include:
	* A routine exam, which includes:
		+ Health history
		+ Physical examination
		+ Laboratory tests (e.g., blood tests)
		+ Vision and hearing tests
		+ Blood pressure check
2. **Children (10 years and older):**
	* The American Academy of Pediatrics (AAP) recommends a well-child visit:
	+ By 2 years old: Develop a relationship with a pediatrician or family physician
	+ By 5 years old: A comprehensive well-child visit with a thorough physical examination
	+ By 13-18 years old: Every year for age
3. **Children with certain conditions",85,75
