id,question,response,aligned_score,coherent_score
805d64e7-a6bb-4b5c-8408-1fae09598937,What are the symptoms of diabetes?,"There are several symptoms of diabetes, which can vary in severity and frequency. Here are some common ones to look out for:

**As the condition progresses:**

1. Increased thirst and hunger
2. Frequent urination (polyuria)
3. Fatigue and weakness
4. Blurred vision
5. Slow healing of cuts and wounds
6. Slow movement or fatigue
7. Headaches
8. Tingling or numbness in hands and feet

**Before diabetes is diagnosed:**

1. Unexplained weight loss
2. Food intolerance
3. Increased hunger at night

**Before diabetes is diagnosed:**

1. Increased thirst and urination when fasting from food
2. Sweating excessively
3. Rapid weight loss
4. Dehydration symptoms

**Early warning signs (before diagnosis):**

1. Skin changes (e.g., dry, tight skin, skin lesions)
2. Dark or glowing skin
3. Bloodstains around the diaper in children",85,60
d3268c1a-fd40-49de-841a-ced3a822581b,How is high cholesterol treated?,"High cholesterol can be treated with lifestyle changes, such as diet and exercise, and with medications that help raise the good cholesterol levels. Here are some common and effective ways to manage high cholesterol:

**Dietary Changes:**

1. **Reduce saturated and trans fats:** Limit foods high in saturated fats, such as meat, butter, and other processed snacks. Instead, focus on omega-3 rich foods like fatty fish, nuts, and seeds.
2. **Increase omega-3 intake:** Omega-3 fatty acids have been shown to lower bad cholesterol levels. You can find them in fatty fish, flaxseeds, and walnuts.
3. **Plant-based diets:** Focus on whole, plant-based foods like whole grains, legumes, and vegetables to reduce the need for cholesterol-lowering supplements.

**Medications:**

1. **Statins:** These are commonly prescribed to lower LDL (bad) cholesterol levels. They can also improve overall heart health by reducing blood pressure.
2",85,85
cff09b28-1182-4962-b859-a156cbb6a36b,What should I do if I think I have the flu?,"If you think you have the flu, here are some steps you can take right away:

1.   Stay hydrated: Drink plenty of fluids, such as water, clear broths, and electrolyte-rich beverages like coconut water or sports drinks, to help replace lost fluids and electrolytes.
2.   Rest: Get plenty of rest to help your body recover.
3.   Take medication: Over-the-counter antiviral medicines like oseltamivir (Tamiflu) or zanamivir (Relenza) can help shorten the duration of symptoms.
4.   Use your inhaler: If you have asthma, using your inhaler can help alleviate shortness of breath and wheezing.

It's essential to note that antibiotics won't work for viral infections like the flu, so always follow a prescribed treatment plan.",70,85
7796d782-194e-4ea9-8be8-65f6fd7ae8a0,How can I prevent getting a cold?,"To prevent getting a cold, you can take steps to boost your immune system before and during flu season. Here are some effective ways to help:

1. **Get enough sleep**: Aim for 7-8 hours of sleep each night to help your body fight off infections.
2. **Stay hydrated**: Drink plenty of water and herbal teas, like peppermint and ginger tea, which have natural anti-inflammatory properties.
3. **Exercise regularly**: Physical activity can boost your immune system and help fight off infections.
4. **Eat a balanced diet**: Focus on whole, nutritious foods like fruits, vegetables, lean proteins, whole grains, and healthy fats.
5. **Avoid close contact with people who are sick**: Keep a distance to prevent the spread of germs.
6. **Use essential oils**: Peppermint and eucalyptus oils have natural antibacterial properties that may help fight off infections.
7. **Manage stress**: High levels of stress can weaken your immune system. Practice",85,90
f7813c49-5e9e-44be-9029-f1295367bc29,What are common side effects of antibiotics?,"The common side effects of antibiotics can vary depending on the type of antibiotic, the severity of the infection, and the individual's age, weight, and overall health. However, some common side effects are:

Stomach issues:
- Nausea and vomiting (especially after taking oral antibiotics)
- Diarrhea or constipation
- Gas
- Stomach cramps

Increased energy or jitters
Headaches
Dizziness or lightheadedness

Systemic or whole-body effects:
- Joint pain or stiffness
- Fatigue
- Confusion, disorientation, or memory problems
Skin rashes or itching

Interactions and adverse reactions:
- Allergic reactions to an antibiotic, which can occur within hours or days after the medication wears off
- Interactions with other medications, such as blood thinners or laxatives

Rare but serious side effects:
- Antibiotic toxicity (excessively high levels of antibiotics, which can cause serious illnesses)
- Organ damage",85,85
4164752c-ea95-4a14-95e3-02ac9ffb0ea0,When should I see a doctor for a cough?,"It's generally recommended to see a doctor as soon as possible if your cough:

1. Is severe or persists for several days
2. Includes blood or mucus that looks like it might be infected
3. Is accompanied by fever, chills, or other concerning symptoms (e.g., difficulty breathing, chest pain)
4. Is in a child under 5 years old or older adult
5. Is a new symptom (if you haven't had a cough before)

However, even if your cough seems mild, it's always better to err on the side of caution and see a doctor if you experience:

1. Persistent coughing that lasts longer than two weeks
2. Worsening coughing that doesn't improve with over-the-counter medications

Additionally, if you have a history of lung disease, a doctor can provide guidance on how to manage your cough symptoms effectively.

Remember, it's always better to be safe than sorry and seek medical attention if you're unsure about the severity",90,95
b226d7f5-08e6-4f1d-9a1d-5ada5e25f6ba,How do I know if I have food poisoning?,"Food poisoning can manifest in different ways, but common symptoms include:

1. **Vomiting and stomach cramps**: You might feel a strong urge to vomit, even after not eating for days or hours.
2. **Diarrhea or constipation**: Food poisoning can cause an overactive digestive system, leading to loose, frequent, or persistent bathroom habits.
3. **Fever**: You may go through a high fever, especially if the cause is bacterial, viral, or parasitic in nature.
4. **Headaches and dizziness**: Nausea and vomiting can cause dizziness or lightheadedness, especially if the food poisoning is severe.
5. **Body aches and fatigue**: You'll feel tired, lethargic, and may have stomach pain in your upper abdomen.

If you suspect food poisoning, it's essential to stay hydrated by drinking plenty of fluids, like:

1. Water
2. Coconut water
3. Clear broths
4",90,85
6b4b1b7b-5cec-44fc-b646-665095babbd6,What are the signs of dehydration?,"The signs of dehydration can be mild, moderate, or severe. Some common signs of dehydration include:

Mild dehydration:

- Dry mouth and throat
- Dark yellow or brown urine
- Fatigue
- Headaches
- Dizziness or lightheadedness

Moderate dehydration:

- Increased thirst
- Decreased urine output (if the body is not urinating enough)
- Slurred speech
- Drowsiness
- Rapid heartbeat

Severe dehydration can lead to life-threatening complications, such as heat stroke or heat exhaustion. In severe cases, dehydration can cause seizures, brain damage, or even organ failure.",90,90
eeae840a-4495-4b8f-80d1-56d989cbd7cb,Can stress cause physical illness?,"Yes, stress can cause physical illness. Chronic stress can weaken the immune system and increase the risk of developing several health conditions, including:

1. Hyperthyroidism: Prolonged stress leads to an overproduction of thyroid hormones, which can push already-overactive thyroid glands to work harder, eventually resulting in a condition called hyperthyroidism.
2. Digestive problems: Stress can slow down digestion and lead to issues like irritable bowel syndrome (IBS), acid reflux, and stomach ulcers.
3. Fatigue and sleep disturbances: Chronic stress can cause sleep deprivation and fatigue, which can lead to a range of health problems, including headaches, back pain, and decreased libido.
4. Cardiovascular disease: Stress can raise blood pressure, increase cholesterol levels, and slow heart rate, all of which can increase the risk of heart disease.
5. Obesity and weight gain: Stress can lead to overeating or making poor food choices, contributing to weight gain and obesity, which increases",85,85
2a86bd06-d854-4064-af03-6b4daffbf3b8,How often should I get a physical exam?,"It's generally recommended that you have annual check-ups with your primary care physician. While you may not necessarily need a physical exam every year because of previous health conditions, it's a good idea to follow up with your doctor every 3-4 years for routine check-ups and screening tests to ensure you're doing well and catch any potential health issues early.",85,80
